name,selling_price,km_driven,fuel,transmission,engine (CC),max_power(bhp),seats,Clusters
Tata Safari Storme EX,503000,110000,Diesel,Manual,2179.0,147.94,7.0,0
Volvo XC40 D4 Inscription BSIV,3800000,20000,Diesel,Automatic,1969.0,190.0,5.0,2
Toyota Camry 2.5 Hybrid,2000000,68089,Petrol,Automatic,2494.0,157.7,5.0,2
Maruti Wagon R LXI,225000,58343,Petrol,Manual,998.0,67.05,5.0,1
Maruti Baleno Alpha 1.3,740000,38817,Diesel,Manual,1248.0,74.0,5.0,0
Honda Jazz VX,550000,56494,Petrol,Manual,1199.0,88.7,5.0,1
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,79328,Diesel,Manual,2494.0,100.6,7.0,0
Maruti Swift AMT VVT VXI,650000,5621,Petrol,Automatic,1197.0,81.8,5.0,2
Toyota Etios VX,625000,25538,Petrol,Manual,1496.0,88.73,5.0,1
Maruti Swift AMT ZXI,600000,69779,Petrol,Automatic,1197.0,81.8,5.0,2
Hyundai Grand i10 1.2 CRDi Sportz,450000,56290,Diesel,Manual,1186.0,73.97,5.0,0
BMW X4 M Sport X xDrive20d,5400000,7500,Diesel,Automatic,1995.0,190.0,5.0,2
BMW X4 M Sport X xDrive20d,5500000,8500,Diesel,Automatic,1995.0,190.0,5.0,2
Honda Amaze V CVT Petrol BSIV,779000,7032,Petrol,Automatic,1199.0,88.76,5.0,2
Skoda Rapid 1.6 MPI AT Elegance,645000,11000,Petrol,Automatic,1598.0,103.5,5.0,2
Volvo V40 D3 R-Design,2475000,2000,Diesel,Automatic,1984.0,150.0,5.0,2
Hyundai i20 1.2 Asta,730000,37333,Petrol,Manual,1197.0,81.83,5.0,1
Maruti Ertiga VDI,450000,15000,Diesel,Manual,1248.0,88.76,7.0,0
Hyundai Sonata 2.4 GDi MT,550000,330000,Petrol,Manual,2359.0,198.25,5.0,0
Maruti Wagon R LXI CNG,420000,60000,CNG,Manual,998.0,58.16,5.0,3
Toyota Etios GD,509999,80000,Diesel,Manual,1364.0,67.05,5.0,0
Toyota Innova 2.5 G (Diesel) 7 Seater,905000,110000,Diesel,Manual,2494.0,100.6,7.0,0
Maruti Alto LX,140000,72000,Petrol,Manual,796.0,46.3,5.0,1
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,300000,140000,Diesel,Manual,2494.0,102.0,8.0,0
Maruti Ritz LXi,300000,80000,Petrol,Manual,1197.0,85.8,5.0,1
Maruti Swift Dzire VDi,225000,120000,Diesel,Manual,1248.0,73.9,5.0,0
Toyota Innova 2.5 G (Diesel) 8 Seater,860000,90000,Diesel,Manual,2494.0,100.6,8.0,0
Renault Duster 85PS Diesel RxL Optional,400000,100000,Diesel,Manual,1461.0,83.8,5.0,0
Maruti Swift Dzire LXi,190000,90000,Petrol,Manual,1298.0,85.8,5.0,1
Honda Amaze VX i-DTEC,350000,140000,Diesel,Manual,1498.0,98.6,5.0,0
Chevrolet Spark 1.0 LS,75000,120000,Petrol,Manual,995.0,62.0,5.0,1
Maruti Vitara Brezza VDi AMT,860000,35000,Diesel,Automatic,1248.0,88.5,5.0,2
Maruti Alto K10 VXI,250000,50000,Petrol,Manual,998.0,67.05,5.0,1
Hyundai Verna 1.4 CRDi,700000,82000,Diesel,Manual,1396.0,88.7,5.0,0
Maruti Swift VDI BSIV,399000,70000,Diesel,Manual,1248.0,74.0,5.0,0
Maruti Ritz LXi,320000,90000,Petrol,Manual,1197.0,85.8,5.0,1
Toyota Fortuner 4x2 AT,2000000,60000,Diesel,Automatic,2982.0,168.5,7.0,2
Skoda Octavia Ambition 2.0 TDI MT,1100000,79000,Diesel,Manual,1968.0,141.0,5.0,0
Toyota Innova 2.5 V Diesel 7-seater,750000,291000,Diesel,Manual,2494.0,102.0,7.0,0
Toyota Innova 2.5 V Diesel 7-seater,750000,250000,Diesel,Manual,2494.0,102.0,7.0,0
Mahindra Bolero 2011-2019 Plus Non AC BSIV PS,530000,20000,Diesel,Manual,2523.0,63.0,9.0,0
Maruti Ciaz ZDi Plus SHVS,750000,53000,Diesel,Manual,1248.0,88.5,5.0,0
Nissan Micra XV CVT,560000,21500,Petrol,Automatic,1198.0,76.0,5.0,2
Tata Tiago 1.05 Revotorq XZ WO Alloy,450000,89000,Diesel,Manual,1047.0,69.0,5.0,0
Maruti Swift Dzire VXI,459999,35000,Petrol,Manual,1197.0,85.8,5.0,1
Maruti Zen Estilo LXI BS IV,235000,43000,Petrol,Manual,998.0,67.1,5.0,1
Hyundai Santro Xing GLS,180000,80000,Petrol,Manual,1086.0,62.1,5.0,1
Hyundai Santro Xing XS,140000,80000,Petrol,Manual,1086.0,63.0,5.0,1
Hyundai i20 Asta 1.4 CRDi,620000,110000,Diesel,Manual,1396.0,88.73,5.0,0
Hyundai EON Era,190000,100000,Petrol,Manual,814.0,55.2,5.0,1
Hyundai EON Sportz,380000,25000,Petrol,Manual,814.0,55.2,5.0,1
Ford EcoSport S Diesel BSIV,1145000,20000,Diesel,Manual,1498.0,98.96,5.0,0
Tata Zest Quadrajet 1.3 75PS XE,540000,70000,Diesel,Manual,1248.0,74.0,5.0,0
Toyota Innova 2.5 V Diesel 7-seater,800000,197000,Diesel,Manual,2494.0,102.0,7.0,0
Maruti Wagon R LXI BSIII,150000,100000,Petrol,Manual,1061.0,64.0,5.0,1
Maruti 800 Std,55000,70000,Petrol,Manual,796.0,37.0,4.0,1
Mahindra XUV500 W10 2WD,919999,140000,Diesel,Manual,2179.0,140.0,7.0,0
Maruti Alto LXi BSIII,135000,50000,Petrol,Manual,796.0,46.3,5.0,1
Tata Tiago 1.2 Revotron XZ,340000,40300,Petrol,Manual,1199.0,84.0,5.0,1
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,525000,120000,Diesel,Manual,2494.0,102.0,8.0,0
Maruti Celerio VXI,411000,25000,Petrol,Manual,998.0,67.04,5.0,1
Maruti Wagon R LXI Minor,150000,155000,Petrol,Manual,998.0,67.1,5.0,1
Honda Jazz 1.2 V AT i VTEC,575000,50000,Petrol,Automatic,1199.0,88.7,5.0,2
Hyundai i20 Asta Option 1.2,595000,30030,Petrol,Manual,1197.0,81.83,5.0,1
Hyundai Xcent 1.2 Kappa SX Option,525000,29029,Petrol,Manual,1197.0,82.0,5.0,1
Maruti Ritz VDi,335000,72072,Diesel,Manual,1248.0,73.9,5.0,0
Ford Figo Diesel EXI,300000,54000,Diesel,Manual,1399.0,68.0,5.0,0
Hyundai i20 2015-2017 Sportz Option 1.4 CRDi,415000,82082,Diesel,Manual,1396.0,88.73,5.0,0
Mahindra XUV500 W8 2WD,925000,48000,Diesel,Manual,2179.0,140.0,7.0,0
Maruti Ertiga BSIV ZXI Plus,750000,20000,Petrol,Manual,1373.0,91.1,7.0,1
Hyundai Verna CRDi 1.6 AT SX Option,1150000,49000,Diesel,Automatic,1582.0,126.2,5.0,2
Datsun GO Plus T BSIV,260000,35000,Petrol,Manual,1198.0,67.0,7.0,1
Maruti Alto 800 CNG LXI,260000,67000,CNG,Manual,796.0,40.3,4.0,3
Maruti Swift Dzire Vdi BSIV,347000,80600,Diesel,Manual,1248.0,73.9,5.0,0
Hyundai EON Magna Optional,195000,58609,Petrol,Manual,814.0,55.2,5.0,1
Fiat Punto Pure 1.2L FIRE,265000,33003,Petrol,Manual,1172.0,67.0,5.0,1
Maruti Wagon R LXI CNG,320000,43000,CNG,Manual,998.0,58.16,5.0,3
Hyundai i20 Magna 1.2,590000,16500,Petrol,Manual,1197.0,81.83,5.0,1
Toyota Innova 2.5 GX 8 STR BSIV,650000,138000,Diesel,Manual,2494.0,102.0,8.0,0
Mahindra Scorpio 2009-2014 EX 9S BSIII,509999,165500,Diesel,Manual,2523.0,75.0,9.0,0
Maruti Swift Dzire ZDi,350000,120000,Diesel,Manual,1248.0,73.9,5.0,0
Tata Nexon 1.5 Revotorq XM,749000,30000,Diesel,Manual,1497.0,108.5,5.0,0
Tata Indigo CS LS (TDI) BS III,150000,70000,Diesel,Manual,1396.0,69.0,5.0,0
Maruti Zen LX,58000,170000,Petrol,Manual,993.0,60.0,5.0,1
Mahindra Verito 1.5 D2 BSIV,200000,120000,Diesel,Manual,1461.0,64.1,5.0,0
Tata Indica Vista Quadrajet LS,240000,168000,Diesel,Manual,1248.0,74.0,5.0,0
Honda Amaze E i-DTEC,515000,60000,Diesel,Manual,1498.0,98.6,5.0,0
Maruti Alto LXi,145000,120000,Petrol,Manual,796.0,46.3,5.0,1
Maruti Wagon R VXI Optional,450000,5800,Petrol,Manual,998.0,67.04,5.0,1
Maruti A-Star Lxi,179000,68700,Petrol,Manual,998.0,66.1,5.0,1
Hyundai Verna Xi (Petrol),220000,108000,Petrol,Manual,1599.0,103.2,5.0,1
Tata Zest Revotron 1.2 XT,500000,40000,Petrol,Manual,1193.0,88.7,5.0,1
Ford Fiesta Classic 1.4 SXI Duratorq,190000,100000,Diesel,Manual,1399.0,67.0,5.0,0
Chevrolet Beat Diesel LT,200000,40000,Diesel,Manual,936.0,56.3,5.0,0
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,850000,90000,Petrol,Manual,1497.0,121.36,5.0,1
Volkswagen Polo Petrol Highline 1.2L,270000,60000,Petrol,Manual,1198.0,73.9,5.0,1
Hyundai EON Magna Plus,335000,17000,Petrol,Manual,814.0,55.2,5.0,1
Maruti Wagon R VXI Optional,459999,5000,Petrol,Manual,998.0,67.04,5.0,1
Maruti Vitara Brezza LDi Option,710000,60000,Diesel,Manual,1248.0,88.5,5.0,0
Maruti Swift Dzire LDI,330000,140000,Diesel,Manual,1248.0,74.0,5.0,0
Jeep Compass 2.0 Limited,1515000,15000,Diesel,Manual,1956.0,170.0,5.0,0
Tata Nexon 1.2 Revotron XZ Plus,750000,25000,Petrol,Manual,1198.0,108.5,5.0,1
Chevrolet Spark 1.0 LT,160000,50000,Petrol,Manual,995.0,62.1,5.0,1
Chevrolet Beat Diesel LT Option,215000,60000,Diesel,Manual,936.0,56.3,5.0,0
Tata Nano Cx BSIII,60000,40000,Petrol,Manual,624.0,38.0,4.0,1
Maruti Swift Dzire VXI,480000,72000,Petrol,Manual,1197.0,85.8,5.0,1
Tata Manza Aqua Quadrajet BS IV,140000,195000,Diesel,Manual,1248.0,88.8,5.0,0
Hyundai EON D Lite,200000,70000,Petrol,Manual,814.0,55.2,5.0,1
Nissan Micra Diesel XL Optional,400000,83000,Diesel,Manual,1461.0,63.1,5.0,0
Hyundai EON Era Plus,180000,100000,Petrol,Manual,814.0,55.2,5.0,1
Maruti Swift VXI Optional,550000,25000,Petrol,Manual,1197.0,81.8,5.0,1
Maruti Swift VDI Optional,550000,50000,Diesel,Manual,1248.0,74.0,5.0,0
Maruti Ertiga VDI,550000,67000,Diesel,Manual,1248.0,88.76,7.0,0
Maruti Zen Estilo VXI BSIV,270000,30000,Petrol,Manual,998.0,67.1,5.0,1
Renault Pulse RxL,315000,85000,Diesel,Manual,1461.0,63.12,5.0,0
Mahindra Thar CRDe,875000,25000,Diesel,Manual,2498.0,105.0,6.0,0
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,400000,170000,Diesel,Manual,2494.0,102.0,8.0,0
Mahindra Scorpio EX,540000,110000,Diesel,Manual,2523.0,75.0,8.0,0
Maruti Wagon R LXI CNG,350000,60000,CNG,Manual,998.0,58.16,5.0,3
Hyundai Verna 1.6 SX CRDi (O),360000,80000,Diesel,Manual,1582.0,126.32,5.0,0
Maruti Wagon R VXI BS IV,300000,31000,Petrol,Manual,998.0,67.04,5.0,1
Hyundai Grand i10 CRDi Sportz,350000,100000,Diesel,Manual,1120.0,70.0,5.0,0
Mahindra NuvoSport N8,650000,130000,Diesel,Manual,1493.0,100.0,7.0,0
Maruti Wagon R LXI Optional,350000,20000,Petrol,Manual,998.0,67.04,5.0,1
Ford EcoSport 1.5 TDCi Trend Plus BSIV,700000,60000,Diesel,Manual,1498.0,98.59,5.0,0
Maruti Swift Dzire VDI,415000,102996,Diesel,Manual,1248.0,74.0,5.0,0
Mahindra Marazzo M8,1460000,5000,Diesel,Manual,1497.0,121.0,7.0,0
Tata Nexon 1.5 Revotorq XZ Plus,830000,35000,Diesel,Manual,1497.0,108.5,5.0,0
Datsun GO T Option BSIV,430000,5000,Petrol,Manual,1198.0,67.0,5.0,1
Ford EcoSport 1.5 TDCi Platinum Edition BSIV,850000,60000,Diesel,Manual,1498.0,98.59,5.0,0
Maruti Swift Dzire ZXI,650000,70000,Petrol,Manual,1197.0,83.14,5.0,1
Hyundai Verna CRDi,120000,120000,Diesel,Manual,1493.0,110.0,5.0,0
Mahindra TUV 300 T8,730000,65100,Diesel,Manual,1493.0,100.0,7.0,0
Maruti Ignis 1.2 AMT Delta BSIV,525000,20000,Petrol,Automatic,1197.0,81.8,5.0,2
Hyundai i20 Active 1.4 SX,600000,108000,Diesel,Manual,1396.0,88.73,5.0,0
Maruti Swift LXI,500000,15000,Petrol,Manual,1197.0,81.8,5.0,1
Hyundai Santro Xing GLS,150000,77000,Petrol,Manual,1086.0,62.1,5.0,1
Maruti Wagon R VXI BS IV,409999,18500,Petrol,Manual,998.0,67.04,5.0,1
Mahindra TUV 300 T8,625000,120000,Diesel,Manual,1493.0,100.0,7.0,0
Renault KWID RXT,290000,15200,Petrol,Manual,799.0,53.3,5.0,1
Honda Mobilio V i VTEC,500000,35000,Petrol,Manual,1497.0,117.3,7.0,1
Hyundai Verna 1.6 SX,475000,80000,Diesel,Manual,1582.0,126.32,5.0,0
Hyundai EON Era Plus,190000,70000,Petrol,Manual,814.0,55.2,5.0,1
Mahindra XUV500 W6 2WD,750000,80000,Diesel,Manual,2179.0,140.0,7.0,0
Nissan Terrano XV 110 PS,525000,120000,Diesel,Manual,1461.0,108.5,5.0,0
Chevrolet Cruze LTZ,495000,82000,Diesel,Manual,1998.0,163.7,5.0,0
Hyundai i20 Sportz 1.4 CRDi,550000,60000,Diesel,Manual,1396.0,88.73,5.0,0
Mahindra XUV500 W8 4WD,595000,129000,Diesel,Manual,2179.0,140.0,7.0,0
Fiat Grande Punto EVO 1.3 Dynamic,550000,67000,Diesel,Manual,1248.0,75.0,5.0,0
Toyota Fortuner 2.5 4x2 MT TRD Sportivo,2000000,120000,Diesel,Manual,2494.0,142.0,7.0,0
Tata Safari DICOR 2.2 EX 4x2,400000,120000,Diesel,Manual,2179.0,138.03,7.0,0
Fiat Avventura Power Up 1.3 Emotion,500000,96500,Diesel,Manual,1248.0,91.72,5.0,0
Maruti Wagon R LXI BSIII,340000,52412,Petrol,Manual,998.0,67.1,5.0,1
Mahindra Scorpio SLE BS IV,480000,85472,Diesel,Manual,2179.0,120.0,8.0,0
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,480000,87452,Diesel,Manual,1498.0,98.59,5.0,0
Ford EcoSport 1.5 Diesel Ambiente BSIV,750000,17000,Diesel,Manual,1498.0,98.96,5.0,0
Maruti Wagon R LXI Minor,100000,66530,Petrol,Manual,1061.0,67.0,5.0,1
Hyundai i20 Magna,290000,40000,Petrol,Manual,1197.0,82.85,5.0,1
Fiat Avventura Power Up 1.3 Emotion,425000,96500,Diesel,Manual,1248.0,91.72,5.0,0
Honda City V MT,285000,79000,Petrol,Manual,1497.0,116.3,5.0,1
Mahindra TUV 300 mHAWK100 T8,625000,50000,Diesel,Manual,1493.0,100.0,7.0,0
Fiat Grande Punto Active (Diesel),170000,60000,Diesel,Manual,1248.0,75.0,5.0,0
Tata Zest Revotron 1.2T XMS,459999,35000,Petrol,Manual,1193.0,88.7,5.0,1
Fiat Avventura MULTIJET Emotion,450000,120000,Diesel,Manual,1248.0,91.72,5.0,0
Maruti Swift Dzire AMT VXI,650000,10000,Petrol,Automatic,1197.0,81.8,5.0,2
Hyundai i20 Active 1.2 S,600000,15000,Petrol,Manual,1197.0,81.86,5.0,1
Maruti Alto 800 CNG LXI,178000,70000,CNG,Manual,796.0,47.3,5.0,3
Maruti Alto 800 LXI,300000,5000,Petrol,Manual,796.0,47.3,5.0,1
Maruti Alto LXi,150000,40000,Petrol,Manual,796.0,46.3,5.0,1
Hyundai Elite i20 Petrol Magna Exective,590000,10000,Petrol,Manual,1197.0,81.86,5.0,1
Hyundai EON Era Plus,310000,25000,Petrol,Manual,814.0,55.2,5.0,1
Tata Zest Revotron 1.2T XMS,400000,53000,Petrol,Manual,1193.0,88.7,5.0,1
Mahindra Scorpio LX,520000,110000,Diesel,Manual,2179.0,120.0,9.0,0
Ashok Leyland Stile LE,300000,200000,Diesel,Manual,1461.0,75.0,8.0,0
Mahindra XUV300 W8 Option BSIV,1000000,22000,Petrol,Manual,1197.0,110.0,5.0,1
Maruti Wagon R VXI,65000,70000,Petrol,Manual,998.0,67.1,5.0,1
Honda Amaze VX i-DTEC,509999,75000,Diesel,Manual,1498.0,98.6,5.0,0
Maruti Wagon R VXI BSIII,221000,70000,Petrol,Manual,998.0,67.1,5.0,1
Volkswagen Vento 1.6 Highline,390000,64000,Petrol,Manual,1598.0,103.2,5.0,1
Maruti Gypsy King Soft Top MPI BSIV,350000,60000,Petrol,Manual,1298.0,80.0,8.0,1
Maruti Alto LXi,195000,40000,Petrol,Manual,796.0,46.3,5.0,1
Audi Q7 3.0 TDI Quattro,1750000,110000,Diesel,Automatic,2967.0,241.4,7.0,2
Mahindra Scorpio VLX 2WD AIRBAG BSIII,600000,60000,Diesel,Manual,2179.0,120.0,8.0,0
Hyundai i20 Sportz Option 1.4 CRDi,615000,72000,Diesel,Manual,1396.0,88.73,5.0,0
Hyundai i20 Magna 1.4 CRDi (Diesel),350000,70000,Diesel,Manual,1396.0,88.76,5.0,0
Chevrolet Beat Diesel LS,140000,75000,Diesel,Manual,936.0,57.6,5.0,0
Hyundai i20 1.4 Sportz,650000,32331,Diesel,Manual,1396.0,88.73,5.0,0
Hyundai Creta 1.6 CRDi SX Plus,1100000,70000,Diesel,Manual,1582.0,126.2,5.0,0
Hyundai i20 1.4 CRDi Sportz,285000,80000,Diesel,Manual,1396.0,90.0,5.0,0
Chevrolet Spark 1.0 LT,190000,20000,Petrol,Manual,995.0,62.0,5.0,1
Nissan Sunny XL,350000,110000,Petrol,Manual,1498.0,97.7,5.0,1
Hyundai Grand i10 Asta,400000,40000,Petrol,Manual,1197.0,82.0,5.0,1
Toyota Innova Crysta 2.7 ZX AT BSIV,2100000,40000,Petrol,Automatic,2694.0,163.7,7.0,2
Hyundai i20 Sportz 1.2,434999,90000,Petrol,Manual,1197.0,81.83,5.0,1
Maruti Swift Dzire VXI,450000,50000,Petrol,Manual,1197.0,85.8,5.0,1
Daewoo Matiz SD,45000,137000,Petrol,Manual,796.0,53.0,5.0,1
Hyundai i20 Asta 1.2,450000,60000,Petrol,Manual,1197.0,81.83,5.0,1
Maruti Swift VDI Optional,580000,30000,Diesel,Manual,1248.0,74.0,5.0,0
Hyundai Creta 1.6 CRDi SX,900000,98000,Diesel,Manual,1582.0,126.2,5.0,0
Maruti Ertiga SHVS ZDI,750000,50000,Diesel,Manual,1248.0,88.5,7.0,0
Tata Indigo CS LS (TDI) BS III,140000,120000,Diesel,Manual,1396.0,69.0,5.0,0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,525000,30000,Petrol,Manual,1197.0,81.86,5.0,1
Tata Indigo CS LS (TDI) BS III,114999,120000,Diesel,Manual,1396.0,69.0,5.0,0
Tata Tiago 1.2 Revotron XZ,399000,40000,Petrol,Manual,1199.0,84.0,5.0,1
Tata Indica V2 Turbomax DLS BS IV,275000,90000,Diesel,Manual,1405.0,71.0,5.0,0
Hyundai i20 1.4 CRDi Magna,340000,80000,Diesel,Manual,1396.0,90.0,5.0,0
Hyundai EON LPG Era Plus,222000,120000,LPG,Manual,814.0,55.2,5.0,4
Mahindra Ssangyong Rexton RX7,850000,200000,Diesel,Automatic,2696.0,184.0,7.0,2
Tata Indica V2 DLS,70000,110000,Diesel,Manual,1396.0,53.5,5.0,0
Tata Tiago 1.2 Revotron XT,430000,38000,Petrol,Manual,1199.0,84.0,5.0,1
Tata Tiago 1.2 Revotron XT,430000,35000,Petrol,Manual,1199.0,84.0,5.0,1
Maruti Wagon R VXI BS IV,320000,70000,Petrol,Manual,998.0,67.04,5.0,1
Renault Fluence Diesel E4,500000,120000,Diesel,Manual,1461.0,78.0,5.0,0
Renault Duster 110PS Diesel RxL,500000,110000,Diesel,Manual,1461.0,108.45,5.0,0
Tata Indica Vista Aura Plus 1.3 Quadrajet BS IV,229999,140000,Diesel,Manual,1248.0,75.0,5.0,0
Mahindra Scorpio VLS AT 2.2 mHAWK,600000,155000,Diesel,Automatic,2179.0,120.0,8.0,2
Renault Pulse RxL Optional,500000,80000,Diesel,Manual,1461.0,63.1,5.0,0
Mahindra Bolero SLX 2WD,315000,120000,Diesel,Manual,2523.0,63.0,7.0,0
Maruti Wagon R VXI Minor,265000,80000,Petrol,Manual,998.0,67.1,5.0,1
Ford Figo 1.5D Base MT,350000,110000,Diesel,Manual,1498.0,99.0,5.0,0
Tata Indigo CR4,200000,230000,Diesel,Manual,1396.0,70.0,5.0,0
Tata Indica V2 DLE BSIII,114999,172000,Diesel,Manual,1396.0,52.8,5.0,0
Hyundai i20 Magna 1.2,425000,25000,Petrol,Manual,1197.0,81.83,5.0,1
Ford EcoSport 1.5 Diesel Trend BSIV,900000,35000,Diesel,Manual,1498.0,98.96,5.0,0
Mahindra Scorpio 2009-2014 SLE 7S BSIV,550000,126000,Diesel,Manual,2179.0,120.0,7.0,0
Honda WR-V i-DTEC VX,900000,30000,Diesel,Manual,1498.0,98.6,5.0,0
Hyundai i10 Era,165000,97000,Petrol,Manual,1086.0,68.05,5.0,1
Hyundai Verna 1.6 CRDI AT SX Option,850000,120000,Diesel,Automatic,1582.0,126.2,5.0,2
Hyundai Verna 1.6 CRDi S Option,850000,120000,Diesel,Manual,1582.0,126.32,5.0,0
Mahindra Thar CRDe AC,550000,80000,Diesel,Manual,2498.0,105.0,6.0,0
Maruti Swift Dzire Vdi BSIV,500000,60000,Diesel,Manual,1248.0,73.9,5.0,0
Maruti Swift Dzire VXI 1.2,630000,15000,Petrol,Manual,1197.0,81.8,5.0,1
Hyundai i10 Era,160000,60000,Petrol,Manual,1086.0,68.05,5.0,1
Honda City i DTEC VX,670000,60000,Diesel,Manual,1498.0,98.6,5.0,0
Maruti Swift ZDi,430000,90000,Diesel,Manual,1248.0,74.0,5.0,0
Hyundai Xcent 1.2 Kappa Base,375000,30000,Petrol,Manual,1197.0,82.0,5.0,1
Hyundai i20 Asta Option 1.2,650000,35000,Petrol,Manual,1197.0,81.83,5.0,1
Maruti Swift Dzire LDI,500000,35000,Diesel,Manual,1248.0,74.0,5.0,0
Maruti Swift Dzire LDI,500000,35000,Diesel,Manual,1248.0,74.0,5.0,0
Mahindra XUV500 W10 2WD,1350000,25000,Diesel,Manual,2179.0,140.0,7.0,0
Volkswagen Ameo 1.5 TDI Comfortline,600000,40000,Diesel,Manual,1498.0,108.62,5.0,0
Hyundai Creta 1.6 CRDi SX Plus,1200000,25000,Diesel,Manual,1582.0,126.2,5.0,0
BMW X6 xDrive30d,3750000,56000,Diesel,Automatic,2993.0,241.0,4.0,2
Maruti Swift Dzire ZXI Plus,795000,41779,Petrol,Manual,1197.0,81.8,5.0,1
Honda Jazz 1.2 V i VTEC,625000,54000,Petrol,Manual,1199.0,88.7,5.0,1
Mercedes-Benz E-Class E250 CDI Avantgarde,2900000,31000,Diesel,Automatic,2143.0,204.0,5.0,2
Maruti Ignis 1.3 AMT Zeta,625000,37000,Diesel,Automatic,1248.0,74.0,5.0,2
Chevrolet Cruze LTZ AT,440000,90000,Diesel,Automatic,1991.0,147.9,4.0,2
Toyota Corolla Altis 1.8 G,1400000,13534,Petrol,Manual,1798.0,138.03,5.0,1
Toyota Corolla Altis 1.8 VL AT,1450000,7000,Petrol,Automatic,1794.0,138.1,5.0,2
Mercedes-Benz GLA Class 200 CDI SPORT,2700000,23000,Diesel,Automatic,2143.0,136.0,5.0,2
Hyundai Grand i10 Sportz,550000,23456,Petrol,Manual,1197.0,82.0,5.0,1
Toyota Innova Crysta 2.8 GX AT 8S BSIV,1925000,43000,Diesel,Automatic,2755.0,171.5,8.0,2
Mahindra XUV500 W10 2WD,1225000,39000,Diesel,Manual,2179.0,140.0,7.0,0
Honda WR-V i-VTEC S,700000,15000,Petrol,Manual,1199.0,88.7,5.0,1
Maruti Swift Dzire VDI,530000,40000,Diesel,Manual,1248.0,74.0,5.0,0
Kia Seltos HTX Plus AT D,1900000,5000,Diesel,Automatic,1493.0,113.4,5.0,2
Maruti Ciaz RS ZDi Plus SHVS,844999,70000,Diesel,Manual,1248.0,88.5,5.0,0
Skoda Rapid 1.5 TDI AT Style Plus,650000,99000,Diesel,Automatic,1498.0,103.52,5.0,2
Maruti Swift ZXI 2018,750000,15000,Petrol,Manual,1197.0,81.8,5.0,1
BMW 6 Series GT 630d Luxury Line,6000000,28156,Diesel,Automatic,2993.0,261.4,4.0,2
Honda Jazz 1.2 SV i VTEC,610000,30000,Petrol,Manual,1199.0,88.7,5.0,1
Chevrolet Beat LT,150000,70000,Petrol,Manual,1199.0,79.4,5.0,1
Maruti Swift Dzire VXI,475000,40000,Petrol,Manual,1197.0,85.8,5.0,1
Mahindra Scorpio SLX 4WD,375000,136500,Diesel,Manual,2609.0,120.0,8.0,0
Mahindra KUV 100 mFALCON D75 K6 Plus,425000,70000,Diesel,Manual,1198.0,77.0,6.0,0
Honda City i DTEC VX,800000,90000,Diesel,Manual,1498.0,98.6,5.0,0
Maruti 800 DX,40000,32000,Petrol,Manual,796.0,37.0,4.0,1
Maruti Wagon R AMT VXI Option,509999,8000,Petrol,Automatic,998.0,67.0,5.0,2
Toyota Etios Liva VD,387000,170000,Diesel,Manual,1364.0,67.04,5.0,0
Maruti Alto 800 VXI,235000,25000,Petrol,Manual,796.0,47.3,5.0,1
Tata Sumo SE Plus BSII,95000,120000,Diesel,Manual,1948.0,68.0,10.0,0
Maruti Swift Vdi BSIII,340000,110000,Diesel,Manual,1248.0,75.0,5.0,0
Mahindra XUV500 W6 2WD,1000000,100000,Diesel,Manual,2179.0,140.0,7.0,0
Ford Ikon 1.4 TDCi DuraTorq,160000,115000,Diesel,Manual,1399.0,68.0,5.0,0
Mahindra Scorpio SLX 4WD LE,365000,120000,Diesel,Manual,2609.0,120.0,8.0,0
Skoda Fabia 1.2L Diesel Elegance,300000,265000,Diesel,Manual,1199.0,75.0,5.0,0
Maruti Swift Vdi BSIII,260000,90000,Diesel,Manual,1248.0,75.0,5.0,0
Honda Jazz V CVT,860000,40000,Petrol,Automatic,1199.0,88.7,5.0,2
Hyundai Verna 1.6 Xi ABS,114999,55000,Petrol,Manual,1599.0,103.2,5.0,1
Maruti Alto LXi,100000,90000,Petrol,Manual,796.0,46.3,5.0,1
Volkswagen Vento 1.5 TDI Highline,565000,111000,Diesel,Manual,1498.0,103.2,5.0,0
Mahindra Xylo E4 BS III,450000,120000,Diesel,Manual,2498.0,112.0,7.0,0
Maruti Baleno Zeta 1.2,625000,15000,Petrol,Manual,1197.0,83.1,5.0,1
Maruti Alto 800 VXI,280000,30000,Petrol,Manual,796.0,47.3,5.0,1
Maruti Alto K10 VXI,330000,50000,Petrol,Manual,998.0,67.05,5.0,1
Hyundai Creta 1.6 CRDi Anniversary Edition,1300000,40000,Diesel,Manual,1582.0,126.2,5.0,0
Tata Indica V2 GLX BSIII,65000,50000,Petrol,Manual,1396.0,70.0,5.0,1
Tata Tiago 1.2 Revotron XZ,480000,45000,Petrol,Manual,1199.0,84.0,5.0,1
Tata Tiago 1.05 Revotorq XZ,400000,35000,Diesel,Manual,1047.0,69.0,5.0,0
Tata New Safari DICOR 2.2 GX 4x2,500000,80000,Diesel,Manual,2179.0,138.0,7.0,0
